Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,adaptive bitonic sorting - Zachmann,2011,https://media.suub.uni-bremen.de/handle/elib/7043,,,,,,,,$O(n \log{n}/p)$,$O(\log{n})$,1,,$O(n \log{n})$,11,,,n:size of list,,,,EREW PRAM,110,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,Bansal,2012,https://ieeexplore.ieee.org/abstract/document/6492330,,,,,,,,$O(\log^2{n})$,$O(\log^2{n})$,2,,$O(n \log^2{n}),12,,,n:size of list,,,,sorting network,510,,,,,,,,,0,,0,,,1,$n/2 \log^2{n}$,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Interval Based Rearrangement (IBR) bitonic sort - Peters, Schulz-Hildebrandt, Luttenberger",2012,https://ieeexplore.ieee.org/abstract/document/6267838,,,,,,,,$O(\log{n})$,$O(\log{n})$,1,,$O(n \log{n})$,11,,,n:size of list,,,,shared memory,100,,,,,,,,,0,,0,,,1,n,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Cache-efficient Parallel Sort - Odeh, Green, Mwassi, Shmueli, Birk",2012,https://ieeexplore.ieee.org/abstract/document/6270834,,,,,,,,O(n/p log n + n/c log p log c),O(log n),1,,O(n log n + np/c log p log c),,,,"n: size of list
p: number of processors
c: cache size",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,p,,,,cache-efficient,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,Gerbessiotis,2012,https://www.sciencedirect.com/science/article/abs/pii/S0020019012002608,,,,,,,,$O(\log{n})$ expected,$O(\log{n})$ expected,1,,$O(n)$ expected,10,,,n: number of integers,,,,CRCW PRAM,130,,,,,,,,,1,,0,,,1,$n/ \log{n}$,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,"Han, He (1)",2012,https://link.springer.com/chapter/10.1007/978-3-642-29700-7_26,,,,,,,,$O(\log^1.5{n}/ \log{\log{n}})$,$O(\log^1.5{n}/ \log{\log{n}})$,xxx,,$O(n (\log{n}/ \log{\log{n}})^0.5)$,xxx,,,"n: number of integers in range {0,1,2,..., n^0.5}",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,$O(n \log^0.5{\log{n}}/ \log{n})$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,"Han, He (2)",2012,https://link.springer.com/chapter/10.1007/978-3-642-29700-7_26,,,,,,,,$O(\log^1.5{n}/ \log{\log{n}})$,$O(\log^1.5{n}/ \log{\log{n}})$,xxx,,$O(n (\log{n}/ \log{\log{n}})^0.5 \log{\log{\log{n}}})$,xxx,,,"n: number of integers in range {0,1,2,..., n-1}",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,$O(n \log^0.5{\log{n}} \log{\log{\log{n}}}/ \log{n})$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",2014,https://www.elibrary.ru/item.asp?id=25518905,,,,,,,,,,xxxx,,,xxxx,,,,,,,Multiple Program Multiple Data (MPMD) model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Axtmann, Bingmann, Sanders, Schulz",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755595,,,,,,,,O(alpha log p + beta n/sqrt(p) + n/p log (n/p)),O(alpha log n + beta sqrt(n)),6,,O(p(alpha log p + beta n/sqrt(p)) + n log (n/p)) ?,xxx,,,"n: size of list
p: number of processors
sending message of size l takes alpha+beta*l",,,,generalization of BSP,400,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun (1 - PRAM))",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,O((n log n+ kn)/p +k log n),O(k log n),1,,O(nlog n + kn),11,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,"n: size of list
p: number of processors
k: cost of writes",,,,"CRCW PRAM w/ asymetric write costs (writes cost k, other instructions cost 1)",130,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"SPMS - Cole, Ramachandran",2017,https://dl.acm.org/doi/abs/10.1145/3040221,,,,,,,,O(log n loglog n),O(log n loglog n),1.1,,O(n log n),11,,,n: size of list,,,,shared memory,100,,,,,,,,,0,,0,,,1,n/loglog n ?,9.1,,,"considers cache efficiency. a LOT on caches, scheduling, work-stealing",,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Siebert, Wolf",2017,https://www.researchgate.net/profile/Christian-Siebert-10/publication/48268999_A_scalable_parallel_sorting_algorithm_using_exact_splitting/links/5a37b64e458515919e70a258/A-scalable-parallel-sorting-algorithm-using-exact-splitting.pdf,,,,,,,,O(n/p log n + p log^2(n)),$O(n^0.5 \log^2.5{n})$,xxx,,O(n log n + p log^2(n)) ?,11,,,"n: size of list
p: number of processors",,,,MIMD,300,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,Parallel modified merge sort - Marszalek,2017,https://www.mdpi.com/2073-8994/9/9/176,,,,,,,,2n - log n -2,O(n),10,,O(n^2),20,,,n: size of list,,,,PRAM,100,,,,,,,,,0,,0,,,1,n/2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,Saukas-Song Selection Algorithm - Boxer,2017,https://www.researchgate.net/profile/Laurence-Boxer/publication/321510698_The_Saukas-Song_Selection_Algorithm_and_Coarse_Grained_Parallel_Sorting/links/5a383e0ba6fdccdd41fdebfa/The-Saukas-Song-Selection-Algorithm-and-Coarse-Grained-Parallel-Sorting.pdf,,,,,,,,"O(n/p^(1/2) log p + n/p log n)
",$O(\log{n})$ ?,1,,O(n p^(1/2) log p + n log n),11,,,"n: size of list
p: number of processors",,,,coarse grained multicomputer model (CGM) [w/ a PRAM architecture?],100,,,,,,,,,,,,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Fully Flexible Parallel Merge Sort - Marszalek, Wozniak, Polap",2018,https://downloads.hindawi.com/journals/complexity/2018/8679579.pdf,,,,,,,,O(n/p log^2(n)),O(log^2(n)),2,,O(n log^2(n)),12,,,"n: size of list
p: number of processors",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,,"Kim, Choi, Bae",2018,https://dl.acm.org/doi/pdf/10.1145/3229710.3229730,,,,,,,,,,xxxx,,,xxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting,,,,,,,,,,"Maurya, Singh",2018,https://j.mecs-press.net/ijmecs/ijmecs-v10-n4/IJMECS-V10-N4-5.pdf,,,,,,,,O(n/p) + O(p log_3(n/p)),O(n) ?,10,,O(n) + O(p^2 log_3(n/p)),xxx,,,"n: size of list
p: number of processors",,,,shared memory multiprocessor (PRAM or similar?),100,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting,,,,,,,,,,"Regions sort - Obeya, Kahssay, Fan, Shun",2019,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,,,,,,,,O((n/K+log K)log r),O((n/K+log K)log r),xxx,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,O(n log r),xxx,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,,"n: size of list (integers)
r: range [0...r-1]
K: algorithm parameter",,,,sorting network ?,510,,,,,,,,,0,,0,,,1,n ?,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Histogram Sort with Sampling (HSS) - Harsh, Kale, Solomonik",2019,https://dl.acm.org/doi/abs/10.1145/3323165.3323184?casa_token=OLHora1rGUwAAAAA:z0VGaR4DSjr1kzByhZhURzLjoje2SVXXD7YSGaQ7JiW6zeDLvp1Tis09aCFEuYcsEdJE1kK_xImXgg,,,,,,,,O(k) supersteps,O(1) supersteps ?,0,,O(kp(log p/epsilon)^(1/k)log n) computational + O(kp(log p/epsilon)^(1/k)) communicstion,xxx,https://dl.acm.org/doi/abs/10.1145/3323165.3323184?casa_token=OLHora1rGUwAAAAA:z0VGaR4DSjr1kzByhZhURzLjoje2SVXXD7YSGaQ7JiW6zeDLvp1Tis09aCFEuYcsEdJE1kK_xImXgg,,"n: size of list
p: number of processors
k: number of rounds
epsilon: ? ""epsilon-balanced"", normally O(1) ??",,,,BSP,400,,,,,,,,,1,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting,,,,,,,,,,"Han, Mishra, Sayed",2019,https://6login.easychair.org/publications/download/77zm,,,,,,,,O(log^(1+epsilon) n),O(log^(1+epsilon) n),xxx,,O(n log n / sqrt(loglog n)),xxx,https://6login.easychair.org/publications/download/77zm,,n: size of list (real numbers),,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,O(n/(log^epsilon(n)*sqrt(loglog n)),,,,,,,,sorts real numbers,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"modified parallel merge sort - Marszalek, Capizzi",2019,https://link.springer.com/chapter/10.1007/978-3-030-30275-7_33,,,,,,,,n -1/3,O(n),10,,O(n^2),20,,,n: size of list,,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,n,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,Goyal (1),2020,https://www.proquest.com/docview/2418759164?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(1),O(1),0,,O(n log m),xxx,,,n: number of integers in range {0...m-1},,,,arbitrary CRCW PRAM,131,,,,,,,,,0,,0,,,1,O(n log m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,Goyal (2),2020,https://www.proquest.com/docview/2418759164?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(loglog m/ log(p/n)),O(1),0,,O(p loglog m/ log(p/n)),xxx,,,"n: number of integers in range {0...m-1}
p: number of processors",,,,priority CRCW PRAM,133,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"An, Oruc",2020,https://arxiv.org/abs/2011.11144,,,,,,,,O(1),O(1),0,,O(n^2),20,,,n: size of list,,,,hardware sorter,520,,,,,,,,,0,,0,,,1,O(n^2),20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,"Parallel Quick Sort Algorithm
(PQSA) and Merging Subarrays from Quick Sort Algorithm
(MSQSA) - Zeng",2021,https://ieeexplore.ieee.org/abstract/document/9498124,,,,,,,,O(n/p log(n/p)),O(1),0,,O(n log(n/p)),11,,,"n: size of list
p: number of threads (->procesors)",,,,shared memory (implements OpenMP),100,,,,,,,,,0,,0,,,1,p,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting,,,,,,,,,,"Moghaddam, Moghaddam",2021,https://www.researchsquare.com/article/rs-530919/v1,,,,,,,,O(n log p) + O(n log(log p /p)),O(n),10,,O(np log p) + O(np log(log p /p)),xxx,,,"n: size of list
p: number of processors",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,,,,,,,,,,"Han, He",2022,https://www.worldscientific.com/doi/abs/10.1142/S0129054122500071,,,,,,,,O((log n)^(3/2)/ loglog n),O((log n)^(3/2)/ loglog n),xxx,,O(n (log n/ loglog n)^(1/2)),xxx,https://www.worldscientific.com/doi/abs/10.1142/S0129054122500071,,"n: number of integers in range {0,...n^(1/2)} or {0,...,n-1}",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,O(n (loglog n)^(1/2) / log n),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,Kunapuli,2022,https://www.proquest.com/docview/2760564135?fromopenview=true&pq-origsite=gscholar&parentSessionId=fzYBUp1qawX4RG%2BojNv7T8nMX1f%2BPbvngyjuJvA6luc%3D,,,,,,,,O(c),O(1),0,,O(n^2 log^c(n)),25,,,"n: size of list (real numbers)
c: a constant",,,,Common CRCW PRAM,132,,,,,,,,,0,,0,,,1,O(n^2 log^c(n)),25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,Comparison Sorting,Comparison Sorting,,,,,,,,,,"2mm - Mubarak, Iqbal, Naeem, Hussain",2022,https://www.sciencedirect.com/science/article/abs/pii/S0304397522000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Parallel D&C Bubble Sort - Ganapathi, Chowdhury (1)",2022,https://academic.oup.com/comjnl/article/65/10/2709/6334046,,,,,,,,$O(n^2/p +n)$,$O(n)$,10,,$O(n^2)$,20,,,n: size of list,,,,shared-memory multicore machine in the binary-forking model ,,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Parallel D&C Selection Sort - Ganapathi, Chowdhury (2)",2022,https://academic.oup.com/comjnl/article/65/10/2709/6334046,,,,,,,,$O(n^2/p +n)$,$O(n)$,10,,$O(n^2)$,20,,,n: size of list,,,,shared-memory multicore machine in the binary-forking model ,,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Parallel D&C Insertion Sort - Ganapathi, Chowdhury (3)",2022,https://academic.oup.com/comjnl/article/65/10/2709/6334046,,,,,,,,$O(n^2/p +n)$,$O(n)$,10,,$O(n^\log{3})$,xxx,,,n: size of list,,,,shared-memory multicore machine in the binary-forking model ,,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,Kasani (1),2022,https://www.proquest.com/docview/2668922234?pq-origsite=gscholar&fromopenview=true,,,,,,,,$O(1)$,$O(1)$,0,,$O(n^3)$,30,,,n: number of real numbers,,,,PRAM,100,,,,,,,,,0,,0,,,1,$n^3$,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,Kasani (2),2022,https://www.proquest.com/docview/2668922234?pq-origsite=gscholar&fromopenview=true,,,,,,,,$O(\log{\log{n}})$,$O(\log{\log{n}})$,0.1,,$O(n^2 \log{\log{n}})$,20.1,,,n: number of real numbers,,,,PRAM,100,,,,,,,,,0,,0,,,1,$n^2$,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Goodrich, Jacob",2023,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,,,,,,,,O(log n) w/ high probability,O(log n) w/ high probability,1,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,O(nlog n) w/ high probability,11,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,,n: size of list,,,,CREW PRAM,120,,,,,,,,,1,,0,,,1,$n$,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,Comparison Sorting,Comparison Sorting,,,,,,,,,,"Multi-Deque Partition DualDeque Merge Sorting algorithm (MPDMSort) - Ketchaya, Rattanatranurak",2023,https://www.nature.com/articles/s41598-023-33583-4,,,,,,,,,,xxxx,,,xxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emerald.com/insight/content/doi/10.1108/ACI-10-2021-0288/full/html,,,,,,,,,,,,,,,,,,,,,,,,,,
2,kth Order Statistic,2,kth Order Statistic,kth Order Statistic,,,,1,1,O(n^eps),,,[https://www.sciencedirect.com/science/article/pii/0020019084901285 Akl (1983)],Akl,1983,https://www.sciencedirect.com/science/article/pii/0020019084901285,,,,,,,,O(n^eps),O(n^eps),5.02,https://www.sciencedirect.com/science/article/pii/0020019084901285,O(n),10,https://www.sciencedirect.com/science/article/pii/0020019084901285,yes,"n: size of list
eps: processor parameter",n,,,"SIMD (synch, CRCW)",220,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n^(1-eps)),8.3,0,0,,the kth order statistic of a statistical sample is equal to its kth-smallest value.,,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
2,kth Order Statistic,2,kth Order Statistic,kth Order Statistic,,,,1,1,O(log n log log n),,,[https://archive.org/details/optimalparallela00vish/mode/2up Vishkin (1983)],Vishkin,1983,https://archive.org/details/optimalparallela00vish/mode/2up,,,,,,,,O(log n log log n),O(log n log log n),1.1,https://archive.org/details/optimalparallela00vish/mode/2up,O(n),10,,no,n: size of list,n,,,EREW PRAM,110,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n/(log n log log n)),8.95,0,0,,the kth order statistic of a statistical sample is equal to its kth-smallest value.,,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
2,kth Order Statistic,2,kth Order Statistic,kth Order Statistic,,,,1,1,O(log n log* n),,,"[https://dl.acm.org/doi/10.1145/12130.12151 Cole, Vishkin (1986)]","Cole, Vishkin",1986,https://dl.acm.org/doi/10.1145/12130.12151,,,,,,,,O(log n log* n),O(log n log* n),1.001,https://dl.acm.org/doi/10.1145/12130.12151,O(n),10,https://dl.acm.org/doi/10.1145/12130.12151,yes,n: size of list,n,,,EREW PRAM,110,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n/(log n log* n)),8.99,0,0,,the kth order statistic of a statistical sample is equal to its kth-smallest value.,,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,MCOP,MCOP,,,,1,1,O(log^2 n),,,"[https://epubs.siam.org/doi/10.1137/0212043 Valiant, Skyum, Berkowitz, Rackoff [implicit] (1983)]","Valiant, Skyum, Berkowitz, Rackoff [implicit]",1983,https://epubs.siam.org/doi/10.1137/0212043,,,,0,0,2,n: 2,O(log^2 n),O(log^2 n),2,,O(n^9 log^2 n)?,92,,no,n: number of matrices in chain,n,,,CRCW PRAM?,130,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n^9),90,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,MCOP,MCOP,,,,1,1,O(log^2 n),,,[https://www.sciencedirect.com/science/article/pii/0304397588901478 Rytter (1988)],Rytter,1988,https://www.sciencedirect.com/science/article/pii/0304397588901478,,,,0,0,2,n: 2,O(log^2 n),O(log^2 n),2,https://www.sciencedirect.com/science/article/pii/0304397588901478,O(n^6 log n)?,61,,no,n: number of matrices in chain,n,,,CREW PRAM,120,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n^6/log n),59,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,MCOP,MCOP,,,,1,1,O(log^2 n),,,"[https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=277784&tag=1 Huang, Liu, Viswanathan (1990)]","Huang, Liu, Viswanathan",1990,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=277784&tag=1,,,,0,0,2,n: 2,O(log^2 n),O(log^2 n),2,https://www.computer.org/csdl/journal/td/1994/03/l0326/13rRUwbaqUh,O(n^6/log^3 n),57,,no,n: number of matrices in chain,n,,,CREW PRAM,120,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n^6/log^5 n),55.5,0,0,https://cse.hkust.edu.hk/mjg_lib/bibs/DPSu/DPSu.Files/00288295.pdf,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,MCOP,MCOP,,,,1,1,O(log^2 n),,,"[ Galil, Park (1992)]","Galil, Park",1992,,,,,0,0,2,n: 2,,O(n^{3/4} log(n)),7.51,,O(n^3)?,30,,no,n: number of matrices in chain,n,,,CREW PRAM,120,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n^6/log^6 n),55.4,0,0,https://cse.hkust.edu.hk/mjg_lib/bibs/DPSu/DPSu.Files/00288295.pdf,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,MCOP,MCOP,,,,1,1,O(log^4 n),,,"[https://www.academia.edu/9377391/Matrix_Chain_Ordering_in_Polylog_Time_with_n_lg_n_Processors Bradford, Rawlins, Shannon (1992)]","Bradford, Rawlins, Shannon",1992,https://www.academia.edu/9377391/Matrix_Chain_Ordering_in_Polylog_Time_with_n_lg_n_Processors,,,,0,0,2,n: 2,$O(\log^4 n)$,$O(\log^4 n)$,4,https://www.academia.edu/9377391/Matrix_Chain_Ordering_in_Polylog_Time_with_n_lg_n_Processors,O(n log^3 n),13,,no,n: number of matrices in chain,n,,,COMMON CRCW PRAM,132,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,$n / \log n$,9,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,MCOP,MCOP,33,,,1,1,O(log^4 n),,,[https://epubs.siam.org/doi/abs/10.1137/0225039 Prakesh Ramanan (1996)],Prakesh Ramanan,1996,https://epubs.siam.org/doi/abs/10.1137/0225039,,,,0,0,2.03,n: 2.03,$O(\log^4 n)$,$O(\log^4 n)$,4,https://epubs.siam.org/doi/abs/10.1137/0225039,$O(n\log^4 n)$?,14,https://epubs.siam.org/doi/abs/10.1137/0225039,no,$n$: number of matrices,n,,,CREW PRAM,120,words,3,n: 3,$O(n)$?,Derived: $n$ subtrees and each one has a $O(1)$ size trunk,1,0,,0,,0,,0,1,$n$,10,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,,,99,Inf,,,,,,,,1,,,Combinatorics
