,X.2,name,Cores,Frequency_GHz,Turbo_1core,L2_MiB,L3_MiB,TDP_W,Launched,Price,GPU_Frequency_MHz,Memory,Mobile,HPC_or_server,Firm,Transistors,Die_size,Desktop.x,Model,Process_nm,Threads,MaxMemoryGiB,Turbo_2core,Turbo_3core,Turbo_4core,Turbo_Max,GPU,GPU_Turbo_MHz,date,price,X,Type,Release.Date,Process.Size..nm.,TDP..W.,Die.Size..mm.2.,Transistors..million.,Freq..MHz.,Foundry,Vendor,FP16.GFLOPS,FP32.GFLOPS,FP64.GFLOPS,Desktop.y,Server,Desktop,Density,Speed,Energy_efficiency,Dennard_l,Dennard_r,real_Price,real_price,log_Density,I(log_Density^2),log_Energy_efficiency,I(log_Energy_efficiency^2),log_Speed,I(log_Speed^2),log_L2_MiB,I(log_L2_MiB^2),log_Cores,I(log_Cores^2),Num_processors,HPC_or_server2
8150,8150,Intel Pentium G3220T,2,2.6,NA,0.2441405,2.861022,35,9/1/13,64,2001.1,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,10/29/15,49.99,1829,CPU,9/1/13,22,35,177,1400,2600,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.6,104,0,0,79.93728,62.43851,2.068077844,4.276945968,4.644390899,21.57036682,0.955511445,0.913002122,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8170,8170,Intel Pentium G3240T,2,2.7,NA,0.2441405,2.861022,35,5/1/14,64,2001.1,,0,0,Intel,1400,177,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.909605,2.7,108,0,NA,79.93728,NA,2.068077844,4.276945968,4.682131227,21.92235283,0.993251773,0.986549085,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8171,8171,Intel Pentium G3250T,2,2.8,NA,0.2441405,2.861022,35,7/1/14,64,2001.1,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,8/2/17,45.99,1831,CPU,7/21/14,22,35,177,1400,2800,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.8,112,0,0,79.93728,57.44243,2.068077844,4.276945968,4.718498871,22.2642316,1.029619417,1.060116144,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8177,8177,Intel Pentium G3260T,2,2.9,NA,0.2441405,2.861022,35,3/1/15,64,2001.1,,0,0,Intel,1400,177,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7/29/17,97.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.909605,2.9,116,0,0,79.93728,122.3915,2.068077844,4.276945968,4.753590191,22.5966197,1.064710737,1.133608953,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8188,8188,Intel Atom D510,2,1.67,NA,0.4882811,NA,13,12/21/09,63,0.4,1 × DDR2-800,0,0,Intel,176,66,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962,CPU,12/21/09,45,13,66,176,1667,Intel,Intel,NA,NA,NA,0,0,1,2.666667,1.67,22.60923,0,NA,78.68826,NA,0.980829378,0.962026269,3.11835823,9.72415805,0.512823626,0.262988072,-0.716864014,0.513894015,0.693147181,0.480453014,,0
8189,8189,Intel Atom D525,2,1.83,NA,0.4882811,NA,13,6/21/10,63,0.4,"1 × DDR2-800
1 × DDR3-800",0,0,Intel,176,66,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963,CPU,6/21/10,45,13,66,176,1834,Intel,Intel,NA,NA,NA,0,0,1,2.666667,1.83,24.77538,0,NA,78.68826,NA,0.980829378,0.962026269,3.209850418,10.30313971,0.604315967,0.365197788,-0.716864014,0.513894015,0.693147181,0.480453014,,0
8198,8198,Intel Celeron G540,2,2.5,NA,0.2441405,1.907348,65,9/1/11,52,8501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,12/14/11,66.99,1101,CPU,9/4/11,32,65,131,504,2500,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2.5,24,0,0,64.94904,83.67185,1.560953092,2.436574554,3.17805383,10.10002615,0.916290732,0.839588705,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8338,8338,Intel Celeron G550,2,2.6,NA,0.2441405,1.907348,65,6/1/12,52,8501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,7/11/12,59.99,1103,CPU,6/1/12,32,65,131,504,2600,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2.6,24.96,0,0,64.94904,74.92871,1.560953092,2.436574554,3.217274544,10.35085549,0.955511445,0.913002122,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8360,8360,Intel Celeron G555,2,2.7,NA,0.2441405,1.907348,65,9/1/12,52,8501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2/6/13,55.99,1105,CPU,9/1/12,32,65,131,504,2700,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2.7,25.92,0,0,64.94904,69.93263,1.560953092,2.436574554,3.255014871,10.59512181,0.993251773,0.986549085,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8702,8702,Intel Celeron G1830,2,2.8,NA,0.2441405,1.907348,53,1/1/14,52,3501.05,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/31/13,52,1085,CPU,12/1/13,22,54,177,1400,2800,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.8,73.96226,0,0,64.94904,64.94904,2.068077844,4.276945968,4.303554963,18.52058532,1.029619417,1.060116144,-1.4100114,1.988132147,0.693147181,0.480453014,,0
8816,8816,Intel Celeron G1850,2,2.9,NA,0.2441405,1.907348,53,5/1/14,52,3501.05,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,3/31/14,52,1088,CPU,5/1/14,22,54,177,1400,2900,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.9,76.60377,0,0,64.94904,64.94904,2.068077844,4.276945968,4.338646292,18.82385165,1.064710737,1.133608953,-1.4100114,1.988132147,0.693147181,0.480453014,,0
9098,9098,Intel Celeron G3920,2,2.9,NA,0.2441405,1.907348,51,1/1/16,52,350.95,,0,0,Intel,1400,150,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,6/14/16,67.15,1090,CPU,9/1/15,14,51,150,1400,2900,Intel,Intel,NA,NA,NA,1,0,1,9.333333,2.9,79.60784,0,0,64.94904,83.87169,2.233592186,4.988934052,4.37711258,19.15911454,1.064710737,1.133608953,-1.4100114,1.988132147,0.693147181,0.480453014,,0
10288,10288,Intel Atom D2700,2,2.13,NA,0.4882811,NA,10,11/1/11,52,0.64,"1 × DDR3-800
1 × DDR3-1066",0,0,Intel,176,66,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,CPU,11/1/11,32,10,66,176,2133,Intel,Intel,NA,NA,NA,0,0,1,2.666667,2.13,37.488,0,NA,64.94904,NA,0.980829378,0.962026269,3.624020882,13.13352735,0.75612198,0.571720448,-0.716864014,0.513894015,0.693147181,0.480453014,,0
10289,10289,Intel Celeron G530T,2,2,NA,0.2441405,1.907348,35,9/1/11,47,6501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,CPU,9/4/11,32,35,131,504,2000,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2,35.65714,0,NA,58.70394,NA,1.560953092,2.436574554,3.573949407,12.77311437,0.693147181,0.480453014,-1.4100114,1.988132147,0.693147181,0.480453014,,0
10290,10290,Intel Atom D2550,2,1.87,NA,0.4882811,NA,10,3/1/12,47,0.64,"1 × DDR3-800
1 × DDR3-1066",0,0,Intel,176,66,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,CPU,11/1/11,32,10,66,176,1867,Intel,Intel,NA,NA,NA,0,0,1,2.666667,1.87,32.912,0,NA,58.70394,NA,0.980829378,0.962026269,3.493837333,12.20689931,0.625938431,0.391798919,-0.716864014,0.513894015,0.693147181,0.480453014,,0
10291,10291,Intel Atom D2560,2,2,NA,0.4882811,NA,10,10/1/12,47,0.64,"1 × DDR3-800
1 × DDR3-1066",0,0,Intel,176,66,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.666667,2,35.2,0,NA,58.70394,NA,0.980829378,0.962026269,3.561046083,12.6810492,0.693147181,0.480453014,-0.716864014,0.513894015,0.693147181,0.480453014,,0
10292,10292,Intel Atom N2800,2,1.87,NA,0.4882811,NA,6.5,12/1/11,47,0.64,1 × DDR3-1066,1,0,Intel,176,66,0,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986,CPU,12/1/11,32,7,66,176,1867,Intel,Intel,NA,NA,NA,0,0,0,2.666667,1.87,50.63385,0,NA,58.70394,NA,0.980829378,0.962026269,3.924620325,15.4026447,0.625938431,0.391798919,-0.716864014,0.513894015,0.693147181,0.480453014,,0
10299,10299,Intel Celeron G530,2,2.4,NA,0.2441405,1.907348,65,9/1/11,42,8501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,12/14/11,51.99,1099,CPU,9/4/11,32,65,131,504,2400,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2.4,23.04,0,0,52.45884,64.93655,1.560953092,2.436574554,3.137231836,9.842223592,0.875468737,0.76644551,-1.4100114,1.988132147,0.693147181,0.480453014,,0
10589,10589,Intel Celeron G540T,2,2.1,NA,0.2441405,1.907348,35,6/1/12,42,6501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,CPU,9/4/11,32,35,131,504,2100,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2.1,37.44,0,NA,52.45884,NA,1.560953092,2.436574554,3.622739652,13.12424258,0.741937345,0.550471024,-1.4100114,1.988132147,0.693147181,0.480453014,,0
10590,10590,Intel Celeron G550T,2,2.2,NA,0.2441405,1.907348,35,9/1/12,42,6501,,0,0,Intel,624,131,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,CPU,9/4/11,32,35,131,504,2200,Intel,Intel,NA,NA,NA,1,0,1,4.763359,2.2,39.22286,0,NA,52.45884,NA,1.560953092,2.436574554,3.66925974,13.46346704,0.78845736,0.621665009,-1.4100114,1.988132147,0.693147181,0.480453014,,0
10817,10817,Intel Celeron G1820,2,2.7,NA,0.2441405,1.907348,53,1/1/14,42,3501.05,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/31/13,42,1082,CPU,12/1/13,22,54,177,1400,2700,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.7,71.32075,0,0,52.45884,52.45884,2.068077844,4.276945968,4.267187309,18.20888753,0.993251773,0.986549085,-1.4100114,1.988132147,0.693147181,0.480453014,,0
11145,11145,Intel Celeron G1840,2,2.8,NA,0.2441405,1.907348,53,5/1/14,42,3501.05,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,3/31/14,42,1086,CPU,5/1/14,22,54,177,1400,2800,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.8,73.96226,0,0,52.45884,52.45884,2.068077844,4.276945968,4.303554963,18.52058532,1.029619417,1.060116144,-1.4100114,1.988132147,0.693147181,0.480453014,,0
11673,11673,Intel Celeron G1820T,2,2.4,NA,0.2441405,1.907348,35,1/1/14,42,2001.05,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/31/13,42,1083,CPU,12/1/13,22,54,177,1400,2400,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.4,96,0,0,52.45884,52.45884,2.068077844,4.276945968,4.564348191,20.83327441,0.875468737,0.76644551,-1.4100114,1.988132147,0.693147181,0.480453014,,0
11675,11675,Intel Celeron G1840T,2,2.5,NA,0.2441405,1.907348,35,5/1/14,42,2001.05,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087,CPU,5/1/14,22,54,177,1400,2500,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.5,100,0,NA,52.45884,NA,2.068077844,4.276945968,4.605170186,21.20759244,0.916290732,0.839588705,-1.4100114,1.988132147,0.693147181,0.480453014,,0
11676,11676,Intel Celeron G1820TE,2,2.2,NA,0.2441405,1.907348,35,1/1/14,42,2001,,0,0,Intel,1400,177,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,CPU,12/1/13,22,54,177,1400,2200,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.2,88,0,NA,52.45884,NA,2.068077844,4.276945968,4.477336814,20.04654495,0.78845736,0.621665009,-1.4100114,1.988132147,0.693147181,0.480453014,,0
11677,11677,Intel Celeron G3900,2,2.8,NA,0.2441405,1.907348,51,1/1/16,42,350.95,,0,0,Intel,1400,150,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,4/15/16,54.99,1089,CPU,9/1/15,14,51,150,1400,2800,Intel,Intel,NA,NA,NA,1,0,1,9.333333,2.8,76.86275,0,0,52.45884,68.68361,2.233592186,4.988934052,4.342021364,18.85314952,1.029619417,1.060116144,-1.4100114,1.988132147,0.693147181,0.480453014,,0
12687,12687,Intel Celeron G3900T,2,2.6,NA,0.2441405,1.907348,35,1/1/16,42,350.95,,0,0,Intel,1400,150,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.333333,2.6,104,0,NA,52.45884,NA,2.233592186,4.988934052,4.644390899,21.57036682,0.955511445,0.913002122,-1.4100114,1.988132147,0.693147181,0.480453014,,0
12688,12688,Intel Celeron G3900TE,2,2.3,NA,0.2441405,1.907348,35,1/1/16,42,350.95,,0,0,Intel,1400,150,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9/30/15,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.333333,2.3,92,0,0,52.45884,52.45884,2.233592186,4.988934052,4.521788577,20.44657194,0.832909123,0.693737607,-1.4100114,1.988132147,0.693147181,0.480453014,,0
14921,14921,Intel Atom D2500,2,1.87,NA,0.4882811,NA,10,11/1/11,42,0.4,"1 × DDR3-800
1 × DDR3-1066",0,0,Intel,176,66,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,CPU,11/1/11,32,10,66,176,1867,Intel,Intel,NA,NA,NA,0,0,1,2.666667,1.87,32.912,0,NA,52.45884,NA,0.980829378,0.962026269,3.493837333,12.20689931,0.625938431,0.391798919,-0.716864014,0.513894015,0.693147181,0.480453014,,0
14922,14922,Intel Atom N2600,2,1.6,NA,0.4882811,NA,3.5,12/1/11,42,0.4,1 × DDR3-800,1,0,Intel,176,66,0,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,CPU,12/1/11,32,4,66,176,1600,Intel,Intel,NA,NA,NA,0,0,0,2.666667,1.6,80.45714,0,NA,52.45884,NA,0.980829378,0.962026269,4.38772462,19.25212734,0.470003629,0.220903412,-0.716864014,0.513894015,0.693147181,0.480453014,,0
14923,14923,Intel Atom Z2760,2,1.8,0.533,0.953674,NA,3,9/27/12,41,NA,2 × LPDDR2-800,1,0,Intel,140,65,0,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996,CPU,9/27/12,32,3,65,140,1800,Intel,Intel,NA,NA,NA,0,0,0,2.153846,1.8,84,0,NA,51.20982,NA,0.767255081,0.58868036,4.430816799,19.6321375,0.587786665,0.345493163,-0.047433385,0.002249926,0.693147181,0.480453014,,0
14943,14943,Intel Core 2 Extreme QX6700,4,2.67,NA,3.814696,NA,130,11/1/06,999,NA,,0,0,Intel,582,143,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165,CPU,11/1/06,65,130,143,582,2666,Intel,Intel,NA,NA,NA,1,0,1,4.06993,2.67,11.95338,0,NA,1247.771,NA,1.4036258,1.970165387,2.481014084,6.155430883,0.982078472,0.964478126,1.338860976,1.792548713,1.386294361,1.921812056,,0
14944,14944,Intel Core 2 Quad Q6700,4,2.67,NA,3.814696,NA,95,7/1/07,530,NA,,0,0,Intel,582,143,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,CPU,4/20/07,65,95,143,582,2666,Intel,Intel,NA,NA,NA,1,0,1,4.06993,2.67,16.35726,0,NA,661.9806,NA,1.4036258,1.970165387,2.794671835,7.810190668,0.982078472,0.964478126,1.338860976,1.792548713,1.386294361,1.921812056,,0
14945,14945,Intel Core 2 Extreme QX6800,4,2.93,NA,3.814696,NA,130,4/1/07,1199,NA,,0,0,Intel,582,143,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,CPU,4/9/07,65,130,143,582,2933,Intel,Intel,NA,NA,NA,1,0,1,4.06993,2.93,13.11738,0,NA,1497.575,NA,1.4036258,1.970165387,2.573938068,6.62515718,1.075002423,1.15563021,1.338860976,1.792548713,1.386294361,1.921812056,,0
14946,14946,AMD FX-4100,4,3.6,3.7,7.629392,NA,95,10/12/11,115,NA,,0,0,AMD,1600,315,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,CPU,10/12/11,32,95,315,1200,3600,Unknown,AMD,NA,NA,NA,1,0,1,5.079365,3.6,60.63158,0,NA,143.6373,NA,1.625186254,2.641230359,4.104815879,16.8495134,1.280933845,1.640791516,2.032008157,4.129057149,1.386294361,1.921812056,,0
14947,14947,AMD FX-4130,4,3.8,3.9,3.814696,NA,125,8/27/12,125,NA,,0,0,AMD,1600,315,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,CPU,1/30/13,32,125,315,1200,3800,Unknown,AMD,NA,NA,NA,1,0,1,5.079365,3.8,48.64,0,NA,156.1275,NA,1.625186254,2.641230359,3.884446238,15.08892257,1.335001067,1.782227848,1.338860976,1.792548713,1.386294361,1.921812056,,0
14948,14948,AMD FX-4170,4,4.2,4.3,7.629392,NA,125,2/25/12,119,NA,,0,0,AMD,1600,315,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,CPU,2/27/12,32,125,315,1200,4200,Unknown,AMD,NA,NA,NA,1,0,1,5.079365,4.2,53.76,0,NA,148.6334,NA,1.625186254,2.641230359,3.984529696,15.8764769,1.435084525,2.059467595,2.032008157,4.129057149,1.386294361,1.921812056,,0
14949,14949,AMD FX-4300,4,3.8,3.9,3.814696,NA,95,10/23/12,122,NA,,0,0,AMD,1200,315,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,CPU,10/23/12,32,95,315,1200,3800,Unknown,AMD,NA,NA,NA,1,0,1,3.809524,3.8,48,0,NA,152.3804,NA,1.337504247,1.788917611,3.871201011,14.98619727,1.335001067,1.782227848,1.338860976,1.792548713,1.386294361,1.921812056,,0
14951,14951,AMD FX-4350,4,4.2,NA,7.629392,NA,125,4/30/13,122,NA,,0,0,AMD,1200,315,1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,CPU,4/29/13,32,125,315,1200,4200,Unknown,AMD,NA,NA,NA,1,0,1,3.809524,4.2,40.32,0,NA,152.3804,NA,1.337504247,1.788917611,3.696847624,13.66668235,1.435084525,2.059467595,2.032008157,4.129057149,1.386294361,1.921812056,,0
14952,14952,Intel Core 2 Quad Q9000,4,2,NA,2.861022,NA,45,12/1/08,348,NA,,1,0,Intel,410,107,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.831776,2,18.22222,0,NA,434.659,NA,1.343328403,1.804531199,2.902641729,8.425329004,0.693147181,0.480453014,1.051178904,1.104977087,1.386294361,1.921812056,,0
14953,14953,Intel Core 2 Quad Q9300,4,2.5,NA,2.861022,NA,95,3/1/08,266,NA,,0,0,Intel,456,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185,CPU,3/10/08,45,95,82,456,2500,Intel,Intel,NA,NA,NA,1,0,1,5.560976,2.5,12,0,NA,332.2393,NA,1.715773632,2.943879158,2.48490665,6.174761058,0.916290732,0.839588705,1.051178904,1.104977087,1.386294361,1.921812056,,0
14954,14954,Intel Core 2 Quad Q8300,4,2.5,NA,1.907348,NA,95,11/1/08,224,NA,,0,0,Intel,456,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181,CPU,11/30/08,45,95,82,456,2500,Intel,Intel,NA,NA,NA,1,0,1,5.560976,2.5,12,0,NA,279.7805,NA,1.715773632,2.943879158,2.48490665,6.174761058,0.916290732,0.839588705,0.645713796,0.416946306,1.386294361,1.921812056,,0
14955,14955,Intel Core 2 Quad Q8200S,4,2.33,NA,1.907348,NA,65,1/1/09,245,NA,,0,0,Intel,456,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,CPU,1/18/09,45,65,82,456,2333,Intel,Intel,NA,NA,NA,1,0,1,5.560976,2.33,16.34585,0,NA,306.0099,NA,1.715773632,2.943879158,2.793974042,7.80629095,0.845868268,0.715493126,0.645713796,0.416946306,1.386294361,1.921812056,,0
14956,14956,Intel Core 2 Quad Q8200,4,2.33,NA,1.907348,NA,95,8/1/08,224,NA,,0,0,Intel,582,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179,CPU,8/31/08,45,95,82,456,2333,Intel,Intel,NA,NA,NA,1,0,1,7.097561,2.33,14.27432,0,NA,279.7805,NA,1.959751204,3.840624781,2.658462119,7.067420836,0.845868268,0.715493126,0.645713796,0.416946306,1.386294361,1.921812056,,0
14957,14957,Intel Core 2 Quad Q9100,4,2.27,NA,5.722044,NA,45,8/1/08,851,NA,,1,0,Intel,410,107,0,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184,CPU,8/1/08,45,45,107,NA,2267,Intel,Intel,NA,NA,NA,1,0,0,3.831776,2.27,20.68222,0,NA,1062.916,NA,1.343328403,1.804531199,3.029274394,9.176503354,0.819779831,0.672038972,1.744326084,3.042673488,1.386294361,1.921812056,,0
14958,14958,Intel Core 2 Quad Q9550,4,2.83,NA,5.722044,NA,95,3/1/08,530,NA,,0,0,Intel,820,107,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,CPU,3/25/08,45,95,107,820,2833,Intel,Intel,NA,NA,NA,1,0,1,7.663551,2.83,24.42737,0,NA,661.9806,NA,2.036475453,4.147232272,3.195704225,10.21252549,1.040276712,1.082175637,1.744326084,3.042673488,1.386294361,1.921812056,,0
14959,14959,Intel Core 2 Quad Q9550S,4,2.83,NA,5.722044,NA,65,1/1/09,369,NA,,0,0,Intel,820,107,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,CPU,1/27/09,45,65,107,820,2833,Intel,Intel,NA,NA,NA,1,0,1,7.663551,2.83,35.70154,0,NA,460.8884,NA,2.036475453,4.147232272,3.575193825,12.78201089,1.040276712,1.082175637,1.744326084,3.042673488,1.386294361,1.921812056,,0
14960,14960,Intel Core 2 Quad Q9505S,4,2.83,NA,2.861022,NA,65,8/1/09,277,NA,,0,0,Intel,456,286,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.594406,2.83,19.85354,0,NA,345.9785,NA,0.466501253,0.217623419,2.988382329,8.930428943,1.040276712,1.082175637,1.051178904,1.104977087,1.386294361,1.921812056,,0
14961,14961,Intel Core 2 Quad Q9505,4,2.83,NA,2.861022,NA,95,8/1/09,213,NA,,0,0,Intel,456,286,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.594406,2.83,13.584,0,NA,266.0413,NA,0.466501253,0.217623419,2.60889263,6.806320753,1.040276712,1.082175637,1.051178904,1.104977087,1.386294361,1.921812056,,0
14962,14962,Intel Core 2 Quad Q9500,4,2.83,NA,2.861022,NA,95,1/1/10,183,NA,,0,0,Intel,456,286,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.594406,2.83,13.584,0,NA,228.5707,NA,0.466501253,0.217623419,2.60889263,6.806320753,1.040276712,1.082175637,1.051178904,1.104977087,1.386294361,1.921812056,,0
14963,14963,Intel Core 2 Extreme QX9775,4,3.2,NA,5.722044,NA,150,3/1/08,1499,NA,,0,0,Intel,820,107,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171,CPU,3/24/08,45,150,107,820,3200,Intel,Intel,NA,NA,NA,1,0,1,7.663551,3.2,17.49333,0,NA,1872.281,NA,2.036475453,4.147232272,2.861819665,8.190011797,1.16315081,1.352919806,1.744326084,3.042673488,1.386294361,1.921812056,,0
14964,14964,Intel Core 2 Extreme QX9770,4,3.2,NA,5.722044,NA,136,3/1/08,1399,NA,,0,0,Intel,820,107,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170,CPU,3/24/08,45,136,107,820,3200,Intel,Intel,NA,NA,NA,1,0,1,7.663551,3.2,19.29412,0,NA,1747.379,NA,2.036475453,4.147232272,2.959800386,8.760418327,1.16315081,1.352919806,1.744326084,3.042673488,1.386294361,1.921812056,,0
14965,14965,Intel Core 2 Quad Q9400S,4,2.67,NA,2.861022,NA,65,1/1/09,320,NA,,0,0,Intel,456,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,CPU,1/18/09,45,65,82,456,2666,Intel,Intel,NA,NA,NA,1,0,1,5.560976,2.67,18.73108,0,NA,399.6864,NA,1.715773632,2.943879158,2.930184176,8.585979307,0.982078472,0.964478126,1.051178904,1.104977087,1.386294361,1.921812056,,0
14966,14966,Intel Core 2 Quad Q9450,4,2.67,NA,5.722044,NA,95,3/1/08,316,NA,,0,0,Intel,820,107,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188,CPU,3/25/08,45,95,107,820,2666,Intel,Intel,NA,NA,NA,1,0,1,7.663551,2.67,23.04632,0,NA,394.6903,NA,2.036475453,4.147232272,3.137506104,9.843944551,0.982078472,0.964478126,1.744326084,3.042673488,1.386294361,1.921812056,,0
14967,14967,Intel Core 2 Quad Q9400,4,2.67,NA,2.861022,NA,95,8/1/08,266,NA,,0,0,Intel,456,81,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186,CPU,8/10/08,45,95,81,456,2666,Intel,Intel,NA,NA,NA,1,0,1,5.62963,2.67,12.816,0,NA,332.2393,NA,1.728043721,2.9861351,2.55069439,6.506041873,0.982078472,0.964478126,1.051178904,1.104977087,1.386294361,1.921812056,,0
14968,14968,Intel Core 2 Quad Q8400S,4,2.67,NA,1.907348,NA,65,4/1/09,245,NA,,0,0,Intel,456,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183,CPU,4/19/09,45,65,82,456,2666,Intel,Intel,NA,NA,NA,1,0,1,5.560976,2.67,18.73108,0,NA,306.0099,NA,1.715773632,2.943879158,2.930184176,8.585979307,0.982078472,0.964478126,0.645713796,0.416946306,1.386294361,1.921812056,,0
